LOAN_ID,CUSTOMER_ID,AGE,GENDER,STATE,OCCUPATION,MONTHLY_INCOME,LOAN_PRODUCT,LOAN_AMOUNT,SANCTION_AMOUNT,LOAN_TENURE,INTEREST_RATE,EMI_AMOUNT,BUREAU_SCORE,VINTAGE_MONTHS,CURRENT_DPD,MAX_DPD,OUTSTANDING_BALANCE,COLLECTION_BUCKET,LOAN_STATUS,DEFAULT_FLAG,WRITE_OFF_FLAG,DISBURSAL_DATE,LAST_PAYMENT_DATE,MONTHLY_INCOME_IMPUTED,BUREAU_SCORE_IMPUTED,LAST_PAYMENT_DATE_IMPUTED,LAST_PMT_IS_FUTURE,FOIR,CREDIT_UTIL,SANCTION_RATIO,REPAYMENT_RATIO,DISPOSABLE_INCOME,TENURE_PROGRESS,MONTHS_LEFT,IS_DELINQUENT,HAD_PAST_DPD,BUREAU_BAND,FOIR_BAND,CURR_DPD_LABEL,MAX_DPD_LABEL,UTIL_LABEL,REPAYMENT_STAGE,TENURE_STAGE,PAYMENT_BEHAVIOUR,SANCTION_LABEL,INTEREST_RATE_BAND,DISPOSABLE_INCOME_BAND,RISK_TIER,LOAN_HEALTH_SCORE,ACCOUNT_HEALTH,PRIMARY_RISK
LN0000236,CUST000555,41,Male,West Bengal,Salaried,46343.0,Personal Loan,682201,546318,36,8.5,17245.91,730.0,30,0,0,263678,Current,Active,0,0,2020-02-29,2022-07-27,False,False,False,False,0.3721,0.4826,0.8008,0.5174,29097.09,0.8333,6,0,0,Good,Manageable,No Delinquency,No Delinquency,Moderate,Partially Repaid,Near Completion,Always Paid On Time,Mostly Approved,Low,Comfortable,LOW,0,Excellent,Healthy Account
LN0000014,CUST000021,44,Male,Rajasthan,Business,52765.0,Personal Loan,107568,80905,60,21.69,2220.27,684.0,30,0,15,59355,Current,Active,0,0,2022-08-18,2025-01-17,False,False,False,False,0.0421,0.7336,0.7521,0.2664,50544.73,0.5,30,0,1,Moderate Risk,Comfortable,No Delinquency,Slight Delay,High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,Very High,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000134,CUST000204,53,Male,Karnataka,Salaried,45170.0,Personal Loan,50000,41067,24,8.69,1870.3,775.0,31,0,120,13657,Current,Active,0,0,2020-05-17,2022-11-21,False,False,False,False,0.0414,0.3326,0.8213,0.6674,43299.7,1.0,0,0,1,Very Good,Comfortable,No Delinquency,Potential Default,Low,Partially Repaid,Completed,Recovered From Past Delays,Mostly Approved,Low,Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000286,CUST000591,44,Male,Gujarat,Self Employed,32504.0,Personal Loan,483928,339488,18,13.78,20984.48,632.0,67,0,150,121917,Current,Active,0,0,2020-11-02,2026-03-30,False,False,False,False,0.6456,0.3591,0.7015,0.6409,11519.52,1.0,0,0,1,High Risk,Financially Stressed,No Delinquency,Potential Default,Low,Partially Repaid,Completed,Recovered From Past Delays,Partially Approved,Average,Limited,MEDIUM,5,High Risk,High EMI Burden
LN0000069,CUST000158,31,Female,Delhi,Professional,50600.0,Vehicle Loan,878785,700706,36,17.94,25311.11,678.0,46,0,45,440964,Current,Active,0,0,2022-01-06,2025-09-04,True,False,False,False,0.5002,0.6293,0.7974,0.3707,25288.89,1.0,0,0,1,Moderate Risk,Stretched,No Delinquency,Moderate Delinquency,Moderate,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,High,Comfortable,LOW,0,Excellent,Healthy Account
LN0000817,CUST000532,24,Female,Karnataka,Salaried,19800.0,Personal Loan,458797,318577,48,15.25,8906.66,654.0,48,0,75,80751,Current,Active,0,0,2023-09-02,2027-07-03,True,False,False,True,0.4498,0.2535,0.6944,0.7465,10893.34,1.0,0,0,1,Moderate Risk,Manageable,No Delinquency,Serious Delinquency,Low,Mostly Repaid,Completed,Recovered From Past Delays,Partially Approved,Average,Limited,LOW,0,Excellent,Healthy Account
LN0000157,CUST000310,51,Female,Madhya Pradesh,Salaried,19600.0,Consumer Durable Loan,157431,138587,18,17.89,8835.39,716.0,33,75,90,38483,61-90,Delinquent,0,0,2023-09-15,2026-02-26,True,False,False,False,0.4508,0.2777,0.8803,0.7223,10764.61,1.0,0,1,0,Good,Manageable,Serious Delinquency,Serious Delinquency,Low,Mostly Repaid,Completed,Severely Delinquent,Mostly Approved,High,Limited,HIGH,2,Healthy,Current Delinquency
LN0000646,CUST000418,37,Male,Gujarat,Salaried,37306.0,MSME Loan,1838550,1499893,48,13.98,40971.74,764.0,71,0,150,335776,Current,Active,0,0,2024-05-13,2030-02-19,False,False,False,True,1.0,0.2239,0.8158,0.7761,0.0,1.0,0,0,1,Very Good,Financially Stressed,No Delinquency,Potential Default,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,Average,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000017,CUST000552,47,Female,Madhya Pradesh,Salaried,64837.0,MSME Loan,1311134,1311134,36,19.11,48133.9,827.0,15,30,30,548834,1-30,Active,0,0,2024-10-20,2025-11-02,False,False,False,False,0.7424,0.4186,1.0,0.5814,16703.1,0.4167,21,1,0,Excellent,Financially Stressed,Slight Delay,Slight Delay,Moderate,Partially Repaid,Mid Tenure,Currently Delayed,Fully Approved,High,Limited,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000426,CUST000441,53,Male,West Bengal,Salaried,47867.0,Vehicle Loan,830720,724202,60,16.14,0.0,783.0,8,0,90,665528,Current,Active,0,0,2022-08-03,2023-03-11,False,False,False,False,0.0,0.919,0.8718,0.081,47867.0,0.1333,52,0,1,Very Good,Comfortable,No Delinquency,Serious Delinquency,Very High,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,High,Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000086,CUST000392,43,Male,Karnataka,Salaried,44924.0,Vehicle Loan,1327456,944656,60,13.06,21522.85,688.0,23,0,120,831055,Current,Active,0,0,2020-05-21,2022-03-03,False,False,False,False,0.4791,0.8797,0.7116,0.1203,23401.15,0.3833,37,0,1,Moderate Risk,Manageable,No Delinquency,Potential Default,Very High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Limited,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000356,CUST000063,41,Female,Karnataka,Salaried,46180.0,Home Loan,2882374,2114618,120,22.46,44372.69,584.0,55,75,75,670859,61-90,Delinquent,0,0,2020-12-11,2025-02-22,False,False,False,False,0.9609,0.3172,0.7336,0.6828,1807.3099999999977,0.4583,65,1,0,High Risk,Financially Stressed,Serious Delinquency,Serious Delinquency,Low,Partially Repaid,Mid Tenure,Severely Delinquent,Partially Approved,Very High,Financially Tight,HIGH,5,High Risk,Current Delinquency
LN0000098,CUST000573,43,Male,Telangana,Business,68015.0,MSME Loan,2094034,1370942,24,8.5,62317.09,545.0,53,0,0,851903,Current,Active,0,0,2022-02-16,2026-06-04,False,False,False,False,0.9162,0.6214,0.6547,0.3786,5697.9100000000035,1.0,0,0,0,High Risk,Financially Stressed,No Delinquency,No Delinquency,Moderate,Early Repayment Stage,Completed,Always Paid On Time,Partially Approved,Low,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000664,CUST000558,34,Male,Delhi,Professional,79530.0,MSME Loan,868627,868627,24,16.76,42846.78,850.0,54,0,60,756324,Current,Active,0,0,2025-01-09,2029-06-14,False,False,False,True,0.5387,0.8707,1.0,0.1293,36683.22,1.0,0,0,1,Excellent,Stretched,No Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,Completed,Recovered From Past Delays,Fully Approved,High,Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000578,CUST000567,50,Male,Delhi,Salaried,42283.0,Home Loan,3451164,2622680,120,14.21,41053.22,662.0,35,75,150,1339498,61-90,Delinquent,0,0,2023-01-09,2025-08-21,False,False,False,False,0.9709,0.5107,0.7599,0.4893,1229.7799999999988,0.2917,85,1,0,Moderate Risk,Financially Stressed,Serious Delinquency,Potential Default,Moderate,Partially Repaid,Mid Tenure,Severely Delinquent,Mostly Approved,Average,Financially Tight,HIGH,5,High Risk,Current Delinquency
LN0000526,CUST000505,32,Male,Telangana,Self Employed,45576.0,MSME Loan,883903,622938,36,15.77,21829.98,667.0,17,0,15,122142,Current,Active,0,0,2021-08-24,2022-12-31,False,False,False,False,0.479,0.1961,0.7048,0.8039,23746.02,0.4722,19,0,1,Moderate Risk,Manageable,No Delinquency,Slight Delay,Low,Mostly Repaid,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Limited,LOW,0,Excellent,Healthy Account
LN0000972,CUST000204,32,Male,Delhi,Salaried,49036.0,Personal Loan,176617,166282,18,14.22,10312.53,850.0,51,30,30,154773,1-30,Active,0,0,2023-10-04,2027-11-11,False,False,False,True,0.2103,0.9308,0.9415,0.0692,38723.47,1.0,0,1,0,Excellent,Comfortable,Slight Delay,Slight Delay,Very High,Early Repayment Stage,Completed,Currently Delayed,Mostly Approved,Average,Comfortable,MEDIUM,3,Needs Monitoring,High Credit Utilization
LN0000925,CUST000328,50,Male,Telangana,Professional,49285.0,Vehicle Loan,100148,73987,36,16.66,2625.34,674.0,63,15,75,46707,1-30,Active,0,0,2022-12-16,2028-01-13,False,False,False,True,0.0533,0.6313,0.7388,0.3687,46659.66,1.0,0,1,0,Moderate Risk,Comfortable,Slight Delay,Serious Delinquency,Moderate,Early Repayment Stage,Completed,Currently Delayed,Partially Approved,High,Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000641,CUST000518,22,Female,West Bengal,Self Employed,49379.0,Personal Loan,237432,193696,24,20.11,9868.73,782.0,48,0,90,141396,Current,Active,0,0,2022-04-26,2026-03-23,False,False,False,False,0.1999,0.73,0.8158,0.27,39510.270000000004,1.0,0,0,1,Very Good,Comfortable,No Delinquency,Serious Delinquency,High,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,Very High,Comfortable,LOW,0,Excellent,Healthy Account
LN0000320,CUST000277,27,Male,Maharashtra,Professional,83437.0,MSME Loan,1111316,953927,48,8.5,23512.68,769.0,27,0,45,885637,Current,Active,0,0,2020-05-27,2022-08-14,False,False,False,False,0.2818,0.9284,0.8584,0.0716,59924.32,0.5625,21,0,1,Very Good,Comfortable,No Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,Low,Very Comfortable,LOW,1,Healthy,High Credit Utilization
LN0000632,CUST000377,26,Male,Rajasthan,Professional,51916.0,Personal Loan,183343,134001,24,13.55,6405.32,631.0,7,0,90,90874,Current,Active,0,0,2025-01-12,2025-08-10,False,False,False,False,0.1234,0.6782,0.7309,0.3218,45510.68,0.2917,17,0,1,High Risk,Comfortable,No Delinquency,Serious Delinquency,Moderate,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Comfortable,MEDIUM,2,Healthy,Weak Credit Profile
LN0000303,CUST000270,28,Male,Uttar Pradesh,Self Employed,29846.0,Personal Loan,444002,352392,36,20.32,13153.68,724.0,28,45,60,321788,31-60,Delinquent,0,0,2022-10-26,2024-12-05,False,False,False,False,0.4407,0.9132,0.7937,0.0868,16692.32,0.7778,8,1,0,Good,Manageable,Moderate Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,Near Completion,Severely Delinquent,Mostly Approved,Very High,Limited,HIGH,3,Needs Monitoring,Current Delinquency
LN0000016,CUST000111,32,Female,Telangana,SALARIED,81313.0,HL,5354889,3977436,300,16.77,56462.86,709.0,69,0,75,1244265,Current,Active,0,0,2020-10-08,2026-04-29,False,False,False,False,0.6944,0.3128,0.7428,0.6872,24850.14,0.23,231,0,1,Good,Financially Stressed,No Delinquency,Serious Delinquency,Low,Partially Repaid,New Loan,Recovered From Past Delays,Partially Approved,High,Limited,MEDIUM,1,Healthy,High EMI Burden
LN0000080,CUST000119,36,Male,Maharashtra,Salaried,54925.0,Vehicle Loan,819562,579287,60,16.98,14390.55,633.0,68,7,60,111161,1-30,Active,0,0,2020-11-19,2026-05-13,False,False,False,False,0.262,0.1919,0.7068,0.8081,40534.45,1.0,0,1,0,High Risk,Comfortable,Slight Delay,Moderate Delinquency,Low,Mostly Repaid,Completed,Currently Delayed,Partially Approved,High,Comfortable,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000250,CUST000687,44,Male,Telangana,Business,64966.0,Home Loan,3756650,2675291,180,22.78,52566.83,537.0,21,75,75,1139144,61-90,Delinquent,0,0,2025-04-24,2026-10-20,False,False,False,True,0.8091,0.4258,0.7121,0.5742,12399.169999999998,0.1167,159,1,0,High Risk,Financially Stressed,Serious Delinquency,Serious Delinquency,Moderate,Partially Repaid,New Loan,Severely Delinquent,Partially Approved,Very High,Limited,HIGH,5,High Risk,Current Delinquency
LN0000359,CUST000527,37,Female,Delhi,Salaried,56182.0,HL,7412911,5197915,180,18.45,85396.63,671.0,4,30,90,3448385,1-30,Active,0,0,2022-03-21,2022-06-08,False,False,False,False,1.0,0.6634,0.7012,0.3366,0.0,0.0222,176,1,0,Moderate Risk,Financially Stressed,Slight Delay,Serious Delinquency,Moderate,Early Repayment Stage,New Loan,Currently Delayed,Partially Approved,High,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000040,CUST000620,26,Male,Maharashtra,Self Employed,39111.0,MSME Loan,150000,119868,36,14.08,4101.46,705.0,30,90,90,91945,61-90,Delinquent,1,0,2025-01-12,2027-03-19,False,False,False,True,0.1049,0.7671,0.7991,0.2329,35009.54,0.8333,6,1,0,Good,Comfortable,Serious Delinquency,Serious Delinquency,High,Early Repayment Stage,Near Completion,Defaulted,Mostly Approved,Average,Comfortable,CRITICAL,6,High Risk,Defaulted
LN0000460,CUST000523,33,Male,Uttar Pradesh,Salaried,62891.0,Personal Loan,325243,294414,36,19.31,10838.25,817.0,65,90,90,68841,61-90,Delinquent,1,0,2025-07-23,2030-07-23,False,False,False,True,0.1723,0.2338,0.9052,0.7662,52052.75,1.0,0,1,0,Excellent,Comfortable,Serious Delinquency,Serious Delinquency,Low,Mostly Repaid,Completed,Defaulted,Mostly Approved,High,Very Comfortable,CRITICAL,6,High Risk,Defaulted
LN0000765,CUST000657,22,Female,Madhya Pradesh,Salaried,34608.0,Vehicle Loan,693339,440666,48,22.25,13943.54,628.0,71,30,30,279367,1-30,Active,0,0,2021-02-06,2026-10-29,False,False,False,True,0.4029,0.634,0.6356,0.366,20664.46,1.0,0,1,0,High Risk,Manageable,Slight Delay,Slight Delay,Moderate,Early Repayment Stage,Completed,Currently Delayed,Partially Approved,Very High,Limited,MEDIUM,4,Needs Monitoring,Weak Credit Profile
LN0000723,CUST000506,42,Female,Uttar Pradesh,Self Employed,48428.0,MSME Loan,1390360,1173389,36,20.29,43780.92,701.0,66,75,150,983690,61-90,Delinquent,0,0,2025-07-05,2030-08-31,False,False,False,True,0.904,0.8383,0.8439,0.1617,4647.080000000002,1.0,0,1,0,Good,Financially Stressed,Serious Delinquency,Potential Default,High,Early Repayment Stage,Completed,Severely Delinquent,Mostly Approved,Very High,Financially Tight,HIGH,6,High Risk,Current Delinquency
LN0000546,CUST000347,57,Female,Maharashtra,Self Employed,110365.0,Personal Loan,429402,404493,48,14.65,11185.71,757.0,11,15,120,200957,1-30,Active,0,0,2023-03-17,2024-01-22,False,False,False,False,0.1014,0.4968,0.942,0.5032,99179.29000000001,0.2292,37,1,0,Very Good,Comfortable,Slight Delay,Potential Default,Moderate,Partially Repaid,New Loan,Currently Delayed,Mostly Approved,Average,Very Comfortable,MEDIUM,4,Needs Monitoring,Healthy Account
LN0000030,CUST000579,22,Male,West Bengal,Business,111205.0,MSME Loan,1840974,1616643,48,15.95,45774.73,790.0,30,45,45,1557793,31-60,Delinquent,0,0,2024-02-13,2026-05-14,False,False,False,False,0.4116,0.9636,0.8781,0.0364,65430.27,0.625,18,1,0,Very Good,Manageable,Moderate Delinquency,Moderate Delinquency,Very High,Early Repayment Stage,Mid Tenure,Severely Delinquent,Mostly Approved,Average,Very Comfortable,HIGH,3,Needs Monitoring,Current Delinquency
LN0000580,CUST000148,43,Male,Rajasthan,Professional,43236.0,Personal Loan,478086,325337,60,18.52,8353.73,651.0,35,0,0,236929,Current,Active,0,0,2025-07-19,2028-04-20,False,False,False,True,0.1932,0.7283,0.6805,0.2717,34882.270000000004,0.5833,25,0,0,Moderate Risk,Comfortable,No Delinquency,No Delinquency,High,Early Repayment Stage,Mid Tenure,Always Paid On Time,Partially Approved,High,Comfortable,LOW,0,Excellent,Healthy Account
LN0000810,CUST000125,36,Male,Rajasthan,Salaried,48626.0,Personal Loan,433703,355230,48,14.23,9748.22,717.0,66,0,15,300614,Current,Active,0,0,2023-11-15,2029-04-16,False,False,False,True,0.2005,0.8463,0.8191,0.1537,38877.78,1.0,0,0,1,Good,Comfortable,No Delinquency,Slight Delay,High,Early Repayment Stage,Completed,Recovered From Past Delays,Mostly Approved,Average,Comfortable,LOW,1,Healthy,Healthy Account
LN0000220,CUST000629,89,Male,Uttar Pradesh,Self Employed,139649.0,Vehicle Loan,770412,668906,60,10.49,14374.09,718.0,9,0,120,466984,Current,Active,0,0,2023-12-16,2024-08-18,False,False,False,False,0.1029,0.6981,0.8682,0.3019,125274.91,0.15,51,0,1,Good,Comfortable,No Delinquency,Potential Default,Moderate,Early Repayment Stage,New Loan,Recovered From Past Delays,Mostly Approved,Low,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
LN0000074,CUST000121,45,Male,Uttar Pradesh,Salaried,37201.0,Personal Loan,596488,409762,36,12.58,13723.75,575.0,65,0,15,143574,Current,Active,0,0,2024-02-11,2029-05-11,False,False,False,True,0.3689,0.3504,0.687,0.6496,23477.25,1.0,0,0,1,High Risk,Manageable,No Delinquency,Slight Delay,Low,Partially Repaid,Completed,Recovered From Past Delays,Partially Approved,Average,Limited,MEDIUM,2,Healthy,Weak Credit Profile
LN0000754,CUST000626,23,Male,Tamil Nadu,Self Employed,50649.0,Vehicle Loan,1708465,1204933,48,14.6,33290.38,560.0,31,0,60,738328,Current,Active,0,0,2024-07-25,2027-01-06,False,False,False,True,0.6573,0.6128,0.7053,0.3872,17358.620000000003,0.6458,17,0,1,High Risk,Financially Stressed,No Delinquency,Moderate Delinquency,Moderate,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Limited,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000861,CUST000596,60,Male,Uttar Pradesh,Salaried,36376.0,Personal Loan,312122,238192,12,11.94,21156.39,738.0,23,0,90,0,Current,Active,0,0,2025-08-24,2027-06-12,False,False,False,True,0.5816,0.0,0.7631,1.0,15219.61,1.0,0,0,1,Good,Stretched,No Delinquency,Serious Delinquency,Low,Almost Fully Repaid,Completed,Recovered From Past Delays,Mostly Approved,Low,Limited,LOW,0,Excellent,Healthy Account
LN0000595,CUST000550,29,Male,Tamil Nadu,Salaried,46500.0,Consumer Durable Loan,141184,120804,6,13.46,20931.77,714.0,63,30,150,71681,1-30,Active,0,0,2025-12-15,2031-01-09,True,False,False,True,0.4501,0.5934,0.8556,0.4066,25568.23,1.0,0,1,0,Good,Manageable,Slight Delay,Potential Default,Moderate,Partially Repaid,Completed,Currently Delayed,Mostly Approved,Average,Comfortable,MEDIUM,4,Needs Monitoring,Healthy Account
LN0000024,CUST000330,46,Female,Uttar Pradesh,Salaried,52807.0,Vehicle Loan,730594,503180,36,20.93,18939.26,567.0,17,60,60,394745,31-60,Delinquent,0,0,2024-08-26,2025-10-29,False,False,False,False,0.3587,0.7845,0.6887,0.2155,33867.740000000005,0.4722,19,1,0,High Risk,Manageable,Moderate Delinquency,Moderate Delinquency,High,Early Repayment Stage,Mid Tenure,Severely Delinquent,Partially Approved,Very High,Comfortable,HIGH,4,Needs Monitoring,Current Delinquency
LN0000499,CUST000699,32,Male,Tamil Nadu,Salaried,28085.0,Consumer Durable Loan,118836,94951,24,17.79,4730.71,680.0,34,0,90,32173,Current,Active,0,0,2024-02-13,2026-11-11,False,False,False,True,0.1684,0.3388,0.799,0.6612,23354.29,1.0,0,0,1,Moderate Risk,Comfortable,No Delinquency,Serious Delinquency,Low,Partially Repaid,Completed,Recovered From Past Delays,Mostly Approved,High,Limited,LOW,0,Excellent,Healthy Account
LN0000475,CUST000597,38,Female,Tamil Nadu,Not Specified,33964.0,Home Loan,5582641,3660511,180,23.34,73489.7,623.0,15,0,120,2759728,Current,Active,0,0,2025-07-12,2026-09-21,False,False,False,True,1.0,0.7539,0.6557,0.2461,0.0,0.0833,165,0,1,High Risk,Financially Stressed,No Delinquency,Potential Default,High,Early Repayment Stage,New Loan,Recovered From Past Delays,Partially Approved,Very High,Financially Tight,MEDIUM,5,High Risk,High EMI Burden
LN0000913,CUST000153,42,Male,West Bengal,Professional,93139.0,Personal Loan,401402,391499,24,18.52,19643.74,755.0,66,30,90,319956,1-30,Active,0,0,2023-09-23,2029-01-01,False,False,False,True,0.2109,0.8173,0.9753,0.1827,73495.26,1.0,0,1,0,Very Good,Comfortable,Slight Delay,Serious Delinquency,High,Early Repayment Stage,Completed,Currently Delayed,Fully Approved,High,Very Comfortable,MEDIUM,3,Needs Monitoring,Healthy Account
LN0000990,CUST000353,56,Female,Tamil Nadu,Self Employed,44634.0,Consumer Durable Loan,110349,104174,24,13.89,4996.28,850.0,53,0,60,28856,Current,Active,0,0,2022-05-10,2026-08-27,False,False,False,True,0.1119,0.277,0.944,0.723,39637.72,1.0,0,0,1,Excellent,Comfortable,No Delinquency,Moderate Delinquency,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000962,CUST000256,45,Female,Rajasthan,Professional,37131.0,MSME Loan,2595968,1658592,60,11.11,36152.86,616.0,31,7,7,898234,1-30,Active,0,0,2020-12-07,2023-05-21,False,False,False,False,0.9737,0.5416,0.6389,0.4584,978.1399999999994,0.5167,29,1,0,High Risk,Financially Stressed,Slight Delay,Slight Delay,Moderate,Partially Repaid,Mid Tenure,Currently Delayed,Partially Approved,Low,Financially Tight,MEDIUM,5,High Risk,High EMI Burden
LN0000583,CUST000135,89,Female,Karnataka,Self Employed,77347.0,Personal Loan,523770,357810,36,15.27,12450.96,655.0,32,0,60,271718,Current,Active,0,0,2021-04-03,2023-10-19,False,False,False,False,0.161,0.7594,0.6831,0.2406,64896.04,0.8889,4,0,1,Moderate Risk,Comfortable,No Delinquency,Moderate Delinquency,High,Early Repayment Stage,Near Completion,Recovered From Past Delays,Partially Approved,Average,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000233,CUST000426,30,Female,Delhi,Salaried,58926.0,Personal Loan,727753,495248,60,12.4,11116.89,682.0,18,0,90,317042,Current,Active,0,0,2022-10-08,2024-02-27,False,False,False,False,0.1887,0.6402,0.6805,0.3598,47809.11,0.3,42,0,1,Moderate Risk,Comfortable,No Delinquency,Serious Delinquency,Moderate,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Partially Approved,Average,Comfortable,LOW,0,Excellent,Healthy Account
LN0000959,CUST000528,28,Female,Madhya Pradesh,Salaried,95464.0,Personal Loan,77962,58613,36,11.04,1920.02,675.0,72,0,60,17308,Current,Active,0,0,2021-05-29,2027-03-17,False,False,False,True,0.0201,0.2953,0.7518,0.7047,93543.98,1.0,0,0,1,Moderate Risk,Comfortable,No Delinquency,Moderate Delinquency,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,Low,Very Comfortable,LOW,0,Excellent,Healthy Account
LN0000626,CUST000522,37,Female,Maharashtra,Business,24000.0,MSME Loan,505124,409235,36,10.04,13212.55,771.0,71,0,15,240939,Current,Active,0,0,2024-07-02,2030-03-20,True,False,False,True,0.5505,0.5888,0.8102,0.4112,10787.45,1.0,0,0,1,Very Good,Stretched,No Delinquency,Slight Delay,Moderate,Partially Repaid,Completed,Recovered From Past Delays,Mostly Approved,Low,Limited,LOW,0,Excellent,Healthy Account
LN0000438,CUST000247,56,Male,Karnataka,Salaried,27980.0,Vehicle Loan,1299626,1253135,24,22.11,65078.42,850.0,17,0,45,385820,Current,Active,0,0,2021-01-31,2022-06-23,False,False,False,False,1.0,0.3079,0.9642,0.6921,0.0,0.7083,7,0,1,Excellent,Financially Stressed,No Delinquency,Moderate Delinquency,Low,Partially Repaid,Mid Tenure,Recovered From Past Delays,Fully Approved,Very High,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000301,CUST000570,44,Female,Telangana,Self Employed,29180.0,Vehicle Loan,1075044,854916,60,17.67,21556.07,682.0,30,0,30,637955,Current,Active,0,0,2024-04-22,2026-09-13,False,False,False,True,0.7387,0.7462,0.7952,0.2538,7623.93,0.5,30,0,1,Moderate Risk,Financially Stressed,No Delinquency,Slight Delay,High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,High,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000748,CUST000179,30,Female,Gujarat,Salaried,53917.0,Vehicle Loan,990244,847975,24,12.63,40167.06,786.0,17,0,75,823809,Current,Active,0,0,2020-08-16,2021-12-07,False,False,False,False,0.745,0.9715,0.8563,0.0285,13749.940000000002,0.7083,7,0,1,Very Good,Financially Stressed,No Delinquency,Serious Delinquency,Very High,Early Repayment Stage,Mid Tenure,Recovered From Past Delays,Mostly Approved,Average,Limited,MEDIUM,2,Healthy,High EMI Burden
LN0000181,CUST000475,47,Female,Telangana,Business,36217.0,MSME Loan,2306132,2032518,36,19.36,74874.49,735.0,42,0,90,398506,Current,Active,0,0,2024-08-04,2027-12-07,False,False,False,True,1.0,0.1961,0.8814,0.8039,0.0,1.0,0,0,1,Good,Financially Stressed,No Delinquency,Serious Delinquency,Low,Mostly Repaid,Completed,Recovered From Past Delays,Mostly Approved,High,Financially Tight,MEDIUM,1,Healthy,High EMI Burden
LN0000174,CUST000380,35,Female,Maharashtra,Business,54484.0,Vehicle Loan,902000,627432,24,16.03,30730.02,649.0,1,15,90,587868,1-30,Active,0,0,2021-06-27,2021-06-20,False,False,False,False,0.564,0.9369,0.6956,0.0631,23753.98,0.0417,23,1,0,High Risk,Stretched,Slight Delay,Serious Delinquency,Very High,Early Repayment Stage,New Loan,Currently Delayed,Partially Approved,High,Limited,MEDIUM,5,High Risk,Weak Credit Profile
LN0000136,CUST000636,42,Male,Gujarat,Salaried,38469.0,Personal Loan,127801,84286,12,15.58,999999.0,619.0,62,0,30,49519,Current,Active,0,0,2023-08-18,2028-08-22,False,False,False,True,1.0,0.5875,0.6595,0.4125,0.0,1.0,0,0,1,High Risk,Financially Stressed,No Delinquency,Slight Delay,Moderate,Partially Repaid,Completed,Recovered From Past Delays,Partially Approved,Average,Financially Tight,MEDIUM,3,Needs Monitoring,High EMI Burden
LN0000719,CUST000691,89,Male,Delhi,Salaried,50172.0,Home Loan,3109879,1985338,120,14.68,31642.5,555.0,17,15,90,1125934,1-30,Active,0,0,2023-11-29,2025-03-02,False,False,False,False,0.6307,0.5671,0.6384,0.4329,18529.5,0.1417,103,1,0,High Risk,Financially Stressed,Slight Delay,Serious Delinquency,Moderate,Partially Repaid,New Loan,Currently Delayed,Partially Approved,Average,Limited,MEDIUM,5,High Risk,High EMI Burden
LN0000981,CUST000697,38,Female,Uttar Pradesh,Self Employed,88023.0,MSME Loan,1885980,1510998,60,12.76,34194.49,674.0,7,30,30,520195,1-30,Active,0,0,2022-07-21,2022-12-16,False,False,False,False,0.3885,0.3443,0.8012,0.6557,53828.51,0.1167,53,1,0,Moderate Risk,Manageable,Slight Delay,Slight Delay,Low,Partially Repaid,New Loan,Currently Delayed,Mostly Approved,Average,Very Comfortable,MEDIUM,2,Healthy,Healthy Account
